"YEAR","MONTH","DATE","SITE","TRANSECT","QUAD","SIDE","SP_CODE","FRONDS","AREA","OBS_CODE","NOTES","SCIENTIFIC_NAME","COMMON_NAME","TAXON_KINGDOM","TAXON_PHYLUM","TAXON_CLASS","TAXON_ORDER","TAXON_FAMILY","TAXON_GENUS","GROUP","SURVEY","MOBILITY","GROWTH_MORPH"
2008,1,"2008-01-10","NAPL",3,"40","I","MAPY",0,20,"63","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,1,"2008-01-10","NAPL",3,"20","O","MAPY",0,20,"63","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,1,"2008-01-10","NAPL",3,"40","O","MAPY",0,20,"63","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","I","MAPY",0,20,"36","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"40","I","MAPY",0,20,"36","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","O","MAPY",3,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","O","MAPY",2,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","O","MAPY",1,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","O","MAPY",7,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","O","MAPY",4,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","O","MAPY",1,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"20","O","MAPY",2,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"40","O","MAPY",1,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,2,"2008-02-12","CARP",7,"40","O","MAPY",2,20,"36","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"20","I","MAPY",3,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"20","O","MAPY",0,20,"61","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"40","I","MAPY",23,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"40","O","MAPY",2,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"40","O","MAPY",7,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"40","O","MAPY",6,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"40","O","MAPY",5,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"40","O","MAPY",12,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-05","AQUE",4,"40","O","MAPY",40,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","CARP",7,"20","I","MAPY",0,20,"63","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","CARP",7,"40","I","MAPY",0,20,"63","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","CARP",7,"20","O","MAPY",0,20,"63","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","CARP",7,"40","O","MAPY",0,20,"63","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"20","I","MAPY",13,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"20","I","MAPY",12,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"20","I","MAPY",25,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"40","I","MAPY",6,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"40","I","MAPY",3,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"40","I","MAPY",55,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"40","O","MAPY",1,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"40","O","MAPY",2,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"20","O","MAPY",15,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"20","O","MAPY",9,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-11","MOHK",2,"20","O","MAPY",9,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-07","NAPL",3,"20","I","MAPY",0,20,"64","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-07","NAPL",3,"40","I","MAPY",0,20,"64","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-07","NAPL",3,"20","O","MAPY",0,20,"64","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,3,"2008-03-07","NAPL",3,"40","O","MAPY",0,20,"64","NO PLANTS","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","O","MAPY",6,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","O","MAPY",12,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","O","MAPY",15,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","O","MAPY",6,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","O","MAPY",18,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","O","MAPY",47,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"20","O","MAPY",2,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"20","I","MAPY",5,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","I","MAPY",24,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","I","MAPY",9,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-01","AQUE",4,"40","I","MAPY",1,20,"63","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-02","CARP",7,"20","I","MAPY",0,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-02","CARP",7,"40","I","MAPY",0,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-02","CARP",7,"40","O","MAPY",0,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-02","CARP",7,"20","O","MAPY",2,20,"61","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"20","I","MAPY",21,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"20","I","MAPY",11,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"20","I","MAPY",33,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"40","I","MAPY",1,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"40","I","MAPY",48,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"40","I","MAPY",1,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"40","I","MAPY",42,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"40","O","MAPY",0,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"20","O","MAPY",1,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"20","O","MAPY",8,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
2008,4,"2008-04-07","MOHK",2,"20","O","MAPY",28,20,"58","","Macrocystis pyrifera","Giant Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Macrocystis","ALGAE","KELP","SESSILE","SOLITARY"
