"SITE","DATE","FSC_DRY","FSC_CARBON","FSC_NITROGEN","FSC_FRACTION_CANOPY","FROND_DENSITY","PLANT_DENSITY","SURFACE_IRRADIANCE","BOTTOM_IRRADIANCE","SUBSURFACE_IRRADIANCE","PLANT_LOSS_RATE","FROND_LOSS_RATE","CUT_FROND_LOSS_RATE","BLADE_LOSS_RATE","DISSOLVED_LOSS_RATE","CARBON_LOST_AS_PLANTS","CARBON_LOST_AS_FRONDS","CARBON_LOST_AS_CUT_FRONDS","CARBON_LOST_AS_BLADES","CARBON_LOST_AS_DISSOLVED","SE_FSC_dry","SE_FSC_carbon","SE_FSC_nitrogen","SE_FSC_fraction_canopy","SE_frond_density","SE_plant_density","SE_plant_loss_rate","SE_frond_loss_rate","SE_cut_frond_loss_rate","SE_blade_loss_rate","SE_dissolved_loss_rate","SE_carbon_lost_as_plants","SE_carbon_lost_as_fronds","SE_carbon_lost_as_cut_fronds","SE_carbon_lost_as_blades","SE_carbon_lost_as_dissolved"
"ABUR",2014-01-03,0.220494744972502,0.0578128617522763,0.00249262720023531,0.336694473458341,2.45416666666667,0.06875,549.515006128466,18.8304833460918,123.204728277382,0.0028068186125687,0.00203966024722142,0,0.0106268351455951,0.00239724950566189,0.000171067793598947,0.000124311623352224,0,0.000647676067543604,0.000146105694825945,0.0417765678810106,0.0114360212652446,0.000631535136705693,0.0269617452060815,0.334384486649103,0.00398167212124934,0.00298665101998608,0.000577702823488965,0,0.000199736117039045,0.000130812247512757,0.00018331934148717,3.93701994603305e-05,0,8.50157905136405e-05,1.90283417377736e-05
"ABUR",2015-01-07,0.0572302477231395,0.0239408832733059,0.00110117737662815,0.0998466276812836,1.05833333333333,0.116666666666667,511.302750999615,18.6188473547952,112.299943658981,0.029692224018057,0.0525596665647045,0,0.00592207337563906,0.0012793249501479,0.000680548356776544,0.00120467212868864,0,0.000135734436802387,2.93222391181245e-05,0.00758537379290134,0.00353604735421871,0.000227917223037905,0.0077276892900665,0.110978277678186,0.00804543743932654,0.012621620384681,0.0136152613055062,0,0.000123895158702657,6.51024029547765e-05,0.000303010301770273,0.000344575941431938,0,1.58713615946458e-05,2.98819384064922e-06
"ABUR",2016-01-10,0.0123039099418112,0.00388718138409147,0.0003000886399032,0.0330539977683698,0.18125,0.0395833333333333,510.659185730516,37.9915802630484,133.374746287856,0.0281695458632849,0.0146563020411395,0,0.00459287075272543,0.00148831271395614,0.000290320781255144,0.000151050680033889,0,4.73350131949788e-05,1.53388383314648e-05,0.00226989734866315,0.00075353114055711,7.49479681643962e-05,0.0120865559867155,0.0235657492650344,0.00272660540079296,0.0118948932723999,0.00445650460199817,0,0.000216394736306929,9.29485556968123e-05,0.000126111810429001,5.13010460511589e-05,0,7.98298622634913e-06,2.34144017535911e-06
"ABUR",2017-01-04,0.0302980026711118,0.00874032772141809,0.000652229732846816,0.231332477313912,0.395833333333333,0.0375,510.278938483053,13.6195816142195,123.226431136875,0.00656304562688852,0.0190100570484852,0,0.00958741113720359,0.00212226412875199,5.54226995409444e-05,0.000160533499224491,0,8.09624429023895e-05,1.79218024437397e-05,0.00529527681700721,0.00161195210215842,0.000150036698580163,0.0188604905870939,0.0549315236582289,0.00310620936040006,0.00484904172201894,0.00502908624097494,0,0.000277314771802867,0.000110391838250249,4.18308550018439e-05,4.78324303084191e-05,0,1.22158539742727e-05,2.50940601389827e-06
"ABUR",2018-01-25,0.0307865545579905,0.0083133250903247,0.00044274081964921,0.230763904524629,0.533333333333333,0.0958333333333333,513.632708974015,20.2023438648305,134.8300897793,0.00194510571029234,0.0120395598589795,0,0.00670605997800036,0.00204416271845804,1.24344296552006e-05,7.69649995647577e-05,0,4.28696654473699e-05,1.30676689662434e-05,0.00530342109044259,0.00155255770588585,0.000106233459073788,0.0180961921176707,0.0741861062197261,0.00702224375290635,0.00207214787287755,0.00352507315181593,0,0.000107034576715224,0.000114696381077894,1.35758905572957e-05,2.46683992290695e-05,0,5.73341873836565e-06,1.70511282938221e-06
"ABUR",2019-01-04,0.00460114454708361,0.00153829683510203,5.88375097301956e-05,0.0110487023282236,0.0875,0.01875,503.827586348238,31.1714887920739,146.308955927781,0,0.0450848849733614,0,0.00668493868195333,0.00169925448201683,0,7.82132994201675e-05,0,1.15970377000186e-05,2.94786821950574e-06,0.000736076822263434,0.000263930142472763,1.3538291990171e-05,0.0035696056953653,0.00959017818058535,0.00128937997795866,0,0.0129496404105674,0,0.000371607294138889,8.647692438182e-05,0,2.41617977553937e-05,0,1.85205963366282e-06,3.61419984396138e-07
"ABUR",2020-01-14,0.00879902917637026,0.00284031226619098,9.1233608696159e-05,0.0641306100371611,0.175,0.0208333333333333,511.226409508042,11.616004188886,119.451434426036,0.0139903946983856,0.0377841874877136,0,0.00623300892735785,0.00137161795375381,7.11196837262485e-05,0.000192074599888848,0,3.16852835915864e-05,6.97257205155703e-06,0.00148250465176162,0.000515496011729349,2.15366528638541e-05,0.0102683856592428,0.0197729959635624,0.00165590198054999,0.00635933315073204,0.00962472594470523,0,0.000163243138639886,8.26712967010837e-05,3.30544964763296e-05,5.36736220001314e-05,0,4.10985404647537e-06,8.19398091529787e-07
"ABUR",2021-01-12,0.00529118843103301,0.00151475674927815,9.29290727432604e-05,0.576467957614558,0.0520833333333333,0.00208333333333333,510.073404838087,18.2164095713524,130.751216198603,0.0177730046297422,0.0366137861814447,0,0.00993816119692963,0.00263916446183383,1.70026730144291e-05,3.5026842519444e-05,0,9.50741355872439e-06,2.52477570960456e-06,0.00159642127226014,0.000477220638889864,3.29409178724329e-05,0.0758461100044179,0.0101529383990644,0.000241455083120776,0.0119648242929004,0.0173441848861013,0,0.000307552129693433,0.000209424858057796,1.2271852296828e-05,1.81008760999003e-05,0,1.9096931214523e-06,5.95861255995688e-07
"ABUR",2022-01-06,0.0026358961583771,0.000789052191360368,6.49841721362892e-05,0.168755099740012,0.0375,0.00416666666666667,511.406202067651,18.6195984791074,129.237261841584,0.0119254443561225,0.0303043377780227,0,0.00987518277147317,0.00212112629774171,9.1218639401044e-06,2.3180020614005e-05,0,7.55360311406715e-06,1.62246578911281e-06,0.000691999908130515,0.000217782267577302,2.03563855773515e-05,0.0347078569221477,0.00722386154171183,0.000480867696167615,0.0121691450079523,0.0139593374560555,0,0.000286072354657628,0.000127201789940758,9.49630084134585e-06,1.14369423997693e-05,0,1.33104235272928e-06,2.79175455435382e-07
"ABUR",2023-01-23,0,0,0,-99999,0,0,514.567293399171,13.3352083561602,120.576992174729,0.0261564973796206,0.0581639862711674,-99999,0.0127944638958053,0.00298484915961267,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,0.00635534044411324,0.0271687753679148,-99999,0.000346590795752452,0.000281310052579074,-99999,-99999,-99999,-99999,-99999
"ABUR",2024-01-09,9.12499123923591e-05,2.57695311119884e-05,1.76986927331854e-06,0,0.00416666666666667,0.00208333333333333,511.315949718488,13.3241271688003,123.156882838486,0.0140135690086587,0.023343911133277,0,0.0038232,0.00170224932822248,7.24964906369554e-07,1.20765212192402e-06,0,1.97785862282443e-07,8.80625787827457e-08,2.87300544170814e-05,8.406140535689e-06,6.42610795122276e-07,0,0.000808101363994083,0.000237557163227819,0.00240326642272205,0.0019827149405901,0,5.50147276971085e-05,0.000101437126197858,1.98557738326787e-07,2.58308306395528e-07,0,3.97360297351373e-08,1.73364361081273e-08
"ABUR",2025-01-17,0.0025733531147308,-99999,-99999,0.162979024711184,0.0395833333333333,0.00416666666666667,512.843432496189,17.4144287760469,128.884178505493,0.010662498158762,0.0177616715144499,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.000598325180178064,-99999,-99999,0.0396663523397307,0.00611460845081978,0.000345997653488319,0.00182857227815808,0.00150858745479681,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"ABUR",2003-02-18,0.12422985244931,0.0341408582611921,0.00194478906363312,0.491876017817057,0.852083333333333,0.0125,563.539253969575,13.2837134574623,114.738632059974,0.00552489566042287,0.0152207512926386,0,0.0122451013495618,0.00299005651205772,0.00013749053260401,0.000378778049484086,0,0.000304727113382714,7.44094527076445e-05,0.0387311964863161,0.0109122458879697,0.000690790509150445,0.0470314365426839,0.221364233170681,0.00212379475083277,0.0041956978632448,0.00470109524160147,0,0.000211071725293044,0.000186886168188776,0.000108179566341559,0.000144975492455704,0,6.52311994182533e-05,1.76941227131987e-05
"ABUR",2004-02-06,0.0731969431467946,0.019286482738585,0.00176730309260176,0.474009298736627,0.58125,0.0375,536.349498469522,11.9949404196204,109.019463748494,0.0182437722773568,0.0184502503850739,0,0.0120810221526265,0.00273609286040657,0.000437969140223767,0.000442925957154885,0,0.000290023072244613,6.56840164099148e-05,0.0191257691680129,0.00521148932753588,0.000561593428987286,0.0518969717302734,0.108055966022188,0.00370753051299737,0.0111670581841507,0.00510329104556654,0,0.000216717826627247,0.000161715597373109,0.0002797205438406,0.000145967256346729,0,4.72976707675965e-05,1.16337870445774e-05
"ABUR",2005-02-08,0.0264871394843701,0.00610274921758611,0.000322252074568547,0.0996114929791664,0.38125,0.0333333333333333,523.189624203559,14.3598007732057,111.088968880058,0.00429376227539971,0.0158238446314206,0,0.00930450438943423,0.00216925445251584,6.3487519708658e-05,0.000233971185051352,0,0.000137576295079939,3.20745714303368e-05,0.00425220324536786,0.00106301477998281,7.47912776049149e-05,0.0137889218756908,0.0455298058823235,0.00229634872044795,0.0026926000516963,0.00450322416988184,0,0.000215439365184136,0.00012712530469452,4.03401507639554e-05,7.44403851200805e-05,0,2.00805464281809e-05,4.38227498197916e-06
"ABUR",2006-02-21,0.0350280961973976,0.00961393777656583,0.000491582700440134,0.377837241034879,0.427083333333333,0.0395833333333333,573.255672948602,14.3810706527249,117.307621155991,0.00476897830801867,0.0151522424584735,0,0.0097206641442399,0.00238507720834219,3.32405094725554e-05,0.000105613451443985,0,6.77545184097054e-05,1.66243535650749e-05,0.00636472199749958,0.00186767970502256,0.000122798021002105,0.03154777636275,0.0596243914417577,0.00322272466767909,0.00355242429479253,0.00345956847135909,0,0.000237376330043986,0.000151873396512967,2.58220537230242e-05,2.87551468618847e-05,0,1.0305754636182e-05,2.46400877843689e-06
"ABUR",2007-02-06,0.00648485709353599,0.00189200097588764,0.000128054875373354,0.047035741022447,0.114583333333333,0.0145833333333333,534.300973706941,12.0227140681418,108.886873978866,0,0.00718818417546244,0,0.00691781001036726,0.00173398792732757,0,8.67226766962641e-06,0,8.34607164105758e-06,2.09198972572485e-06,0.000922493651257617,0.000305126893501037,2.70330983278324e-05,0.0101639383285944,0.0111874197218412,0.000875355393733274,0,0.00304342311101353,0,0.000213142753200557,0.000101284190312956,0,3.83859253216069e-06,0,1.04658618471259e-06,2.34132069043295e-07
"ABUR",2008-02-07,0.0608964796461522,0.0160529401940178,0.00139508196488059,0.290971229971386,0.875,0.0791666666666667,508.452683681259,11.056068317519,113.930960628004,0.00205855478204783,0.0230621715082815,0.000435373966500422,0.00886177966986503,0.00231923696579758,2.51262623853869e-05,0.000281491742433703,5.31407792178061e-06,0.000108164914107854,2.83080912126848e-05,0.00983130169864152,0.00286019987456387,0.000321353491962577,0.0221815213221561,0.112998088885687,0.00600032884982265,0.00226473985490864,0.00560979232252878,7.20017427917996e-05,0.000183005627926557,0.00013128774024984,2.76204495523585e-05,7.8445642879198e-05,1.1970522460756e-06,1.41819356143387e-05,3.43573333343561e-06
"ABUR",2009-02-03,0.215497804934258,0.064131020820753,0.00409871879452453,0.640006070153686,1.30208333333333,0.03125,400.896444841687,7.00969762082377,78.2674202715639,0.00596621730939879,0.0300000250359004,0,0.0117185175476747,0.00231710113928501,0.000255737751697585,0.00128593018921155,0,0.000502306097055825,9.93209273291407e-05,0.0462855784269882,0.0148346548796202,0.00111463718460062,0.0332669763418137,0.192559955475626,0.00254307289194955,0.00463329689955348,0.00749383858001355,0,0.000180130175552658,0.000138615486804617,0.000207238992680745,0.000377648466677692,0,7.24274807772946e-05,1.59959851168949e-05
"ABUR",2010-02-02,0,0,0,-99999,0,0,560.234535128839,9.9102176738903,111.034048609383,0.00858244428131576,0.0138988641671645,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,0.00517350818444856,0.00341878069435537,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"ABUR",2011-02-10,0.0168328343349533,0.00411542799815378,0.000249989243532661,0.197815902094472,0.227083333333333,0.01875,613.436107437847,8.10404191741029,110.528015084484,0.00477002812135578,0.0140508489856018,0,0.00846868766441855,0.00221595628355491,2.09733845749685e-05,6.17803190845913e-05,0,3.72360578831679e-05,9.74336044859737e-06,0.003169875164505,0.000819222595669571,6.5306276345597e-05,0.0248568410755697,0.0309234319772957,0.00134018434207558,0.00361416547080213,0.00365006933019395,0,0.00020998132141991,0.000124219893297977,1.65020475204522e-05,1.87066416567685e-05,0,4.91597057127391e-06,1.26574275710222e-06
"ABUR",2012-02-06,0.0663002983488324,0.0174480232058952,0.00094028282314417,0.177505846819149,0.904166666666667,0.0416666666666667,602.803875200453,10.0877359876775,115.298900661712,0.00334659142267807,0.00561633406030217,0,0.00787331451592913,0.00223422656835345,5.66954637876112e-05,9.51477560652376e-05,0,0.000133383840943787,3.78506054372289e-05,0.0117217509390513,0.00333415409490593,0.000224508005264647,0.0210071304041936,0.127261257373424,0.003883591264585,0.00340405089497275,0.00150902722328031,0,0.000175190039494639,0.000119993520275589,5.8444496904561e-05,2.85198893885883e-05,0,1.77737836500531e-05,4.88661602044896e-06
"ABUR",2013-02-11,0.177734678156879,0.0494917239038033,0.00420376645175619,0.215376768269618,2.38541666666667,0.0583333333333333,523.706877913811,12.8885438696676,117.504307218887,0,0.00830745198271109,0,0.0102226541973948,0.00259065182497524,0,0.000481551285940766,0,0.000592568248932173,0.000150170199037912,0.0228324012026214,0.00708251752567642,0.000850875230012102,0.0185690686395258,0.252381096654836,0.00332078900812887,0,0.00223693813729057,0,0.000172809829132256,0.000145967670169766,0,0.000139880441705155,0,6.62674621023382e-05,1.69074436141134e-05
"ABUR",2014-02-04,0.242623384090849,0.0896994061648669,0.0042153415955264,0.433071479329784,2.40208333333333,0.0458333333333333,546.199310802113,13.8220978074535,111.838656266935,0.00271910553092593,0.00581803929735003,0,0.0111449077814902,0.00222771428909726,0.000197387163451284,0.000422347077261455,0,0.000809038747814019,0.00016171575523774,0.0427869191458126,0.0169367894697448,0.00102253321243562,0.0307464556755339,0.322086972382899,0.00295210228931106,0.00276131056942241,0.00168903960674649,0,0.000187769875840664,0.000126509676329273,0.000204275934711806,0.000137148392164477,0,0.000113032053316235,2.31434510198368e-05
"ABUR",2015-02-04,0.0707202632518679,0.0253219987722076,0.000891083679859169,0.173003791048353,1.17916666666667,0.122916666666667,531.50608965036,15.4078576977694,108.120909025807,0,0.00596814148481126,0,0.00745727484581517,0.0014349648953154,0,0.000146965402087585,0,0.000183635290648194,3.5335990837065e-05,0.0102229566601772,0.00402279740192323,0.000197712028047575,0.0276069190013233,0.130451049421896,0.00856067830080236,0,0.00166987014805488,0,0.000181359556035934,7.80831232569063e-05,0,4.38963530821087e-05,0,2.0772839749681e-05,3.72600092100217e-06
"ABUR",2016-02-07,0.00470483457723093,0.00186597183124264,0.000145381246165248,0.0540259977639602,0.09375,0.0208333333333333,536.205194785102,19.9662898816221,111.525475012696,0.00796941254693606,0.0335579640082074,0,0.00600656501300216,0.00147138028015795,2.19482246923957e-05,9.2420580555167e-05,0,1.65424286618891e-05,4.05226668925336e-06,0.00119710001747852,0.000494920713040928,4.32233151406353e-05,0.0095450796133035,0.0170713233338439,0.00194404343960347,0.00604602113525913,0.0102702838638415,0,0.000245998257416179,8.2834349954721e-05,1.7074225044591e-05,3.13289138512116e-05,0,2.69724450468365e-06,6.15074338247931e-07
"ABUR",2017-02-09,0.00467198022368202,0.00145860629089572,0.000102203127721228,0.195861312044734,0.0520833333333333,0.00625,534.023480525054,9.77763673492646,118.121576322191,0.0360911940036184,0.00946898840615801,0,0.00903863049250633,0.00208491303687103,0.000146780769153811,3.85098204627159e-05,0,3.67595800697023e-05,8.47921903442865e-06,0.000938040002319365,0.000307074199169995,2.70757174677496e-05,0.0553440826924527,0.00687585366929329,0.000546115583845982,0.0147038424524139,0.0031100615905818,0,0.000420563980023214,0.000138435348996931,6.11590996024071e-05,1.39467236999397e-05,0,6.29527226804764e-06,1.38429963516613e-06
"ABUR",2018-02-16,0.0497332450089648,0.0145372818032459,0.000453156463904764,0.244813786277888,0.664583333333333,0.0729166666666667,568.415261171486,21.7464770122929,144.239344451576,0.00478911434808301,0.0285173084944716,0,0.00973531433952294,0.00228960444401957,5.33360921998644e-05,0.000317595631384734,0,0.000108421638212773,2.54991935568063e-05,0.00859197354417152,0.0026638374578894,0.000107661702718416,0.0238211070661849,0.0886145697895542,0.00607366322408659,0.00506305261662461,0.00875412442358378,0,0.000222009419802501,0.000123508330046672,5.730980181051e-05,0.000109064496755549,0,1.4776820914859e-05,3.32174062727333e-06
"ABUR",2019-02-07,4.56249561961796e-05,1.55551028164063e-05,8.3745990302618e-07,0,0.00416666666666667,0.00208333333333333,532.42777319239,20.9625023591473,132.022838662805,0.0297529679905435,0.0468879002896917,0,0.00426951427386637,0.0015192089458526,1.53403401117862e-05,2.41749440862505e-05,0,2.20131991853898e-06,7.83289315461044e-07,1.4067979733572e-05,4.91525167933373e-06,2.91838620502293e-07,0,0.000809205523188653,0.000235390848200716,0.013804335256836,0.0132985364681366,0,0.000120882903182565,0.000105833900050467,5.69971176173123e-06,6.35440815555182e-06,0,5.90618165856206e-07,2.02171093891258e-07
"ABUR",2020-02-04,0.00576129862615074,0.00172056109324515,3.88467060748254e-05,0.176476450080566,0.0875,0.0104166666666667,537.124462683389,10.3548503975876,121.183618084743,0.0766399005921,0.112947354433237,0,0.00756471876300814,0.00174227983645688,0.000171202593015826,0.000252308259847103,0,1.68985014027532e-05,3.8920043405087e-06,0.0010740630019975,0.000348623197425724,9.66152166852374e-06,0.046191595428854,0.0103778233486846,0.000813465585413412,0.0250535390548453,0.0331214177701826,0,0.00036760864252195,9.78994819996984e-05,5.96780134314267e-05,8.36861241814621e-05,0,2.60444608590334e-06,5.41576847220253e-07
"ABUR",2021-02-04,0.00705938628897775,0.00197613078106926,0.000151265079488034,0.421275370371783,0.0770833333333333,0.00208333333333333,537.586380075326,16.6868463407561,133.93459296035,0,0.00335110173537518,0,0.0117525387677746,0.00276942474170769,0,5.81494249113598e-06,0,2.03933937122933e-05,4.80559734625794e-06,0.00199480584486831,0.000574555779992896,5.08080588398311e-05,0.0679501746453415,0.0149968914632831,0.000252792716793174,0,0.00206610483888185,0,0.000261993179617458,0.000183356227664353,0,3.8319895574999e-06,0,4.08506705835798e-06,1.13074056603143e-06
"ABUR",2022-02-03,0.0090560051713877,0.00269283852571773,0.000146232570945873,0.392951117578109,0.0916666666666667,0.00625,529.157540814375,14.5886669202275,124.026205441847,0,0.00448187584803467,0,0.0102885266539202,0.00229145596151824,0,6.95104217140734e-06,0,1.59567076549896e-05,3.55387064758176e-06,0.00171084105581059,0.000535142225442857,3.75191862692689e-05,0.0459169012241743,0.0121242520823605,0.000541559379086439,0,0.00230411839418851,0,0.00028820831381398,0.0001572968744676,0,3.73556656051229e-06,0,2.63210854989601e-06,6.13312705634123e-07
"ABUR",2023-02-16,0,0,0,-99999,0,0,563.992524989146,13.632087697889,126.166529684044,-99999,0.0577622650466621,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,-99999,0,0,-99999,0.0419290574423415,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999
"ABUR",2024-02-14,0.000514248553459154,0.00014931616973526,9.34494558977196e-06,0.0494281181034903,0.0104166666666667,0.00208333333333333,545.684249546623,13.1033398769276,126.591581915113,0.00420423294186803,0.0138170809166236,0,0.00555279082620087,0.00176796230442459,2.95649598363606e-07,9.71643217690537e-07,0,3.90482734963293e-07,1.24326447285977e-07,0.000140888015961129,4.2094208562167e-05,3.05466401654941e-06,0.0138187769527889,0.00195153346999704,0.000232440515064627,0.0009947942823278,0.00120959719108899,0,0.000246293665003514,0.000111173528796676,9.84673608058645e-08,2.22461136469524e-07,0,8.34520727502212e-08,2.6754995265293e-08
"ABUR",2025-02-03,0.00111367307168783,-99999,-99999,0.0684716337705967,0.0229166666666667,0.00625,538.166661271063,45.7114440116539,166.624542731361,0.00890308152395584,0.0292597007646147,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.000253714280034227,-99999,-99999,0.0140975233019945,0.0033432495453069,0.00054620667781021,0.00210662318610593,0.0025614999340708,0,-99999,-99999,-99999,-99999,-99999,-99999,-99999
